NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT05223569,Home Monitoring of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05223569,RECRUITING,Macular Edema Due to Diabetes Mellitus,DEVICE: Home OCT monitoring model|DEVICE: Hospital-based monitoring with a staff-administrated OCT,"Changes in visual acuity, Changes in visual acuity from baseline to 12 weeks adjusted for baseline visual acuity, 12 weeks","Zhongshan Ophthalmic Center, Sun Yat-sen University",120,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-03-03
NCT05135195,A Virtual Reality Platform Simulating Visual Impairment for Testing of Electronic Travel Aids and Performing Orientation and Mobility Training,https://clinicaltrials.gov/study/NCT05135195,COMPLETED,Visual Impairment|Age-Related Macular Degeneration|Diabetic Retinopathy|Glaucoma,"OTHER: In-House Developed VR Platform - AMD, DR, Glaucoma|OTHER: In-House Developed VR Platform - Glaucoma","Average time to complete the trial, 1 Day of Intervention|Average number of obstacle collisions during the trial, 1 Day of Intervention|Average travel time, 1 Day of Intervention|Average distance traveled by the participant, 1 Day of Intervention|Preferred walking speed, 1 Day of Intervention|Orientation, Orientation is measured through the time average of a polarization index, measured as the cosin of the angle between the direction of the instantaneous velocity vector and the straight line linking the instantaneous position of the participant and the following waypoint., 1 Day of Intervention|Number of instances in which the participant stop for more than 2 seconds, 1 Day of Intervention|Total time spent during stops of more than 2 seconds, 1 Day of Intervention|Average time it takes to understand how to interact with the system and run the simulation of the bus ride, 1 Day of Intervention",NYU Langone Health,98,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2021-10-24
NCT04469595,A Study of Intravitreal ILUVIEN® Implant as Baseline Therapy in Patients With Early Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT04469595,ACTIVE_NOT_RECRUITING,Diabetic Macular Edema,DRUG: Iluvien 0.19 MG Drug Implant|DRUG: Aflibercept,"The mean total number of supplemental aflibercept injections needed during the study, The mean total number of supplemental aflibercept injections needed during, Baseline to 18 months",Alimera Sciences,300,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-31
NCT02151695,Safety and Efficacy of Aflibercept in Proliferative Diabetic Retinopathy.,https://clinicaltrials.gov/study/NCT02151695,COMPLETED,Naive Patients With Uncomplicated Proliferative Diabetic Retinopathy,PROCEDURE: panretinal photocoagulation|DRUG: Aflibercept intravitreal injections,"Percentage of patients with regression of retinal neovascularization between baseline and 12th month., 12 months",Poitiers University Hospital,41,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: |Primary Purpose: TREATMENT,2015-05
NCT02310295,"Prospective, Randomized Clinical Trial Comparing Macular Photocoagulation With or Without Intravitreal Bevacizumab or Triamcinolone for the Treatment of Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT02310295,COMPLETED,Diabetic Macular Edema,DEVICE: Laser|DRUG: Bevacizumab|DRUG: Triamcinolone Acetonide,"Central subfield macular thickness, retinal thickness measured with optical coherence tomography, 12 months|Visual acuity, Best corrected visual acuity, 12 months",University of Sao Paulo,45,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2009-01
NCT00001310,Tissue Studies of Human Eye Diseases,https://clinicaltrials.gov/study/NCT00001310,TERMINATED,Retinal Disease|Corneal Disease|Diabetic Retinopathy|Uveitis|Age-Related Macular Degeneration,,,National Eye Institute (NEI),3833,OBSERVATIONAL,Observational Model: |Time Perspective: p,1992-03-05
NCT03696810,Characterization of Retinal Vascular Disease in Eyes With Mild to Moderate NPDR in Diabetes Type 2,https://clinicaltrials.gov/study/NCT03696810,COMPLETED,NPDR - Non Proliferative Diabetic Retinopathy,DIAGNOSTIC_TEST: Laboratory tests,"Development of CIME or PDR, Characterization of retinal microvascular changes occurring in eyes with mild to moderate NPDR, 24 months|Capillary closure in the superficial and deep retinal vascular layers, Capillary closure in the superficial and deep retinal vascular layers by vessel density calculation, quantified by OCTA software (Angioplex, Zeiss);, 24 months|LOR ratios, LOR ratios obtained with OCT-L analysis in the full retina and layer by layer., 24 months",Association for Innovation and Biomedical Research on Light and Image,141,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2018-10-30
NCT02307110,Prevalence of DRP and DME Among Type 1 Diabetics Treated With Long-term Intensified Insulin Therapy,https://clinicaltrials.gov/study/NCT02307110,COMPLETED,Insulin-Dependent Diabetes Mellitus 1,OTHER: cross-sectional observation,"prevalence (percentages) of the stages of diabetic retinopathy (DR), one cross-sectional examination only",Vista Klinik,150,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2010-08
NCT02059772,Combination of Standard Lucentis Therapy With Micropulse Diode Laser for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02059772,UNKNOWN,Diabetic Macular Edema,DRUG: ranibizumab|PROCEDURE: micropulse diode laser,"change in best corrected visual acuity (BCVA), baseline, 12 month",GWT-TUD GmbH,25,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-04-30
NCT03629210,Combination OZURDEX® & EyLea® vs. OZURDEX® Monotherapy in IncompLete-Responders wIth Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03629210,WITHDRAWN,Diabetic Macular Edema,DRUG: OZURDEX|BIOLOGICAL: Eylea,"Central Subfield Thickness, Foveal central subfield (FCS) thickness is defined as the average thickness in the central 1mm diameter circle of the ETDRS grid., At 24 Weeks",Pradeepa Yoganathan,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-09
NCT04283162,Using Calcium Dobesilate to Treat Chinese Patients With Mild to Moderate Non-proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04283162,UNKNOWN,Diabetic Retinopathy,DRUG: Calcium Dobesilate|OTHER: conventional treatment,"The rate of the progression of diabetic retinopathy, Diabetic retinopathy progression is defined as an increase of 2 or more steps on the Early Treatment Diabetic Retinopathy Study scale during follow-up., from baseline to the end of treatment (12 months later)",Zhongda Hospital,1200,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-03-01
NCT01760746,Comparison of Changes of Inflammatory Proteins in Aqueous Humour of Subjects Treated With Avastin vs Lucentis,https://clinicaltrials.gov/study/NCT01760746,COMPLETED,Proliferative Diabetic Retinopathy (PDR),"OTHER: Injection of Avastin / Lucentis, sampling aqueous humour","The primary outcome will be the change in global levels of intraocular inflammatory cytokines in the aqueous humour of patients with Proliferative Diabetic Retinopathy., No single inflammatory cytokine or any summary measure of the cytokines has been shown to characterize the effect of anti-VEGF (Vascular Endothelial Growth Factor)treatment; therefore, we will employ a global test to compare the difference of all inflammatory cytokines between the two treatment groups. For each cytokine the endpoint will be defined as percentage change from baseline. We will employ O'Brien's rank-sum global test to simultaneously evaluate all the inflammatory cytokine endpoints. O'Brien's test is a nonparametric test procedure for testing whether multiple outcomes in one treatment group have consistently larger values than outcomes in the other treatment group., Baseline and two weeks",University of British Columbia,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-07
NCT05463289,ACCESS 2: AI for pediatriC diabetiC Eye examS Study 2,https://clinicaltrials.gov/study/NCT05463289,RECRUITING,Type 1 Diabetes|Type 2 Diabetes|Cystic Fibrosis-related Diabetes,DIAGNOSTIC_TEST: Point of Care Autonomous AI diabetic retinopathy exam,"Proportion screened for diabetic retinopathy, Equivalence in proportion screened for diabetic retinopathy of white and non-white youth with autonomous AI, 2 years",Johns Hopkins University,500,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2022-07-11
NCT05847088,Intravitreal Dexamethasone Implant for Refractory Diabetic Macular Edema:,https://clinicaltrials.gov/study/NCT05847088,COMPLETED,Diabetic Macular Edema,DRUG: Intravitreal Dexamethasone Implant for refractory Diabetic macular edema:,"Change in Central macular thickness (in microns) (CMT change ), Change in Central macular thickness (in microns) (CMT change ), between baseline and 6 months|Change in Best corrected visual acuity (BCVA change) ), lines of Change in Best corrected visual acuity (BCVA change) ), between baseline and 6 months",Dar El Oyoun Hospital,58,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-02-15
NCT03495765,To Evaluate the Comparative Efficacy of Lucentis (Ranibizumab) 0.5mg Intravitreal Injection in Patients With Diabetic Macular Oedema (DME) With Well Controlled and Poorly Controlled Diabetes Mellitus,https://clinicaltrials.gov/study/NCT03495765,COMPLETED,Diabetic Macular Oedema,DRUG: Ranibizumab,"The primary endpoint for the study will be the mean change in best-corrected visual acuity (BCVA) from baseline to the mean level at Month 12., 12 months",Marsden Eye Specialists,160,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-03
NCT00168389,A Study of the Safety and Efficacy of a New Treatment for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00168389,COMPLETED,Diabetic Macular Edema,DRUG: Dexamethasone|OTHER: Sham,"Percentage of Patients With a Best Corrected Visual Acuity (BCVA) Improvement of ≥15 Letters From Baseline in the Study Eye, BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters) in the study eye. The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly indicates improvement and a decrease in the number of letters read correctly indicates a worsening., Baseline, Month 39/Final Visit",Allergan,494,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-02
NCT04576689,"Safety and Efficacy of IBE-814 Intravitreal (IVT) Implant - A Sustained, Low Dose Dexamethasone Therapy",https://clinicaltrials.gov/study/NCT04576689,ACTIVE_NOT_RECRUITING,Diabetic Macular Oedema|Retinal Vein Occlusion With Macular Oedema,DRUG: IBE-814 70ug|DRUG: IBE-814 140ug,"Best Corrected Visual Acuity, Mean change in LogMAR best corrected visual acuity in the study eye, Measurements from baseline to 6 months (24 weeks)|Central Subfield Thickness, Mean change in central subfield thickness on optical coherence tomography, Measurements from baseline to 6 months (24 weeks)|Ocular and Non-Ocular Treatment Emergent Adverse Events, Number of ocular and non-ocular treatment emergent adverse events, summarized at the patient level by system organ class and preferred term, Baseline through 18 months|Study Drug-Related Ocular Adverse Events, The number of study drug-related ocular adverse events, summarized separately for study and fellow eyes, by system organ class and preferred term, Baseline through 18 months|Drug-Related Adverse Events, Drug-related adverse events including: a) any new rise in intraocular pressure \>27 mmHg in the study eye, at any visit; b) requirement for additional neuroprotective or IOP-lowering therapy, at any visit; c) requirement for surgery to reduce IOP, at any visit; d) any new diagnosis of cataract or significant lens opacification at any visit, significant worsening of cataract in the study eye during the study., Baseline through 18 months|Post-Injection Complications, Post-injection complications including worsening visual acuity, change in vision, worsening macular oedema, vitreous hemorrhage, retinal tear or detachments, inflammation, IOP alterations, Baseline through 18 months|Adverse Events, Frequency and severity of adverse events throughout the primary outcome assessment period, Baseline through 18 months",Ripple Therapeutics Pty Ltd,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-10-30
NCT04692688,Study of the Safety and Efficacy of APX3330 in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04692688,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema|NPDR - Non Proliferative Diabetic Retinopathy|PDR - Proliferative Diabetic Retinopathy,DRUG: APX3330|DRUG: Placebo,"Percent of Subjects with an improvement in Diabetic Retinopathy Severity Score (DRSS), Percent of subjects with a ≥ 2-step improvement in DRSS in the study eye, 24 Weeks","Ocuphire Pharma, Inc.",103,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-08
NCT02259088,"A 12-month, Randomized, Efficacy and Safety Study of 0.5 mg Ranibizumab vs Laser in Chinese Diabetic Macular Edema (DME) Patients",https://clinicaltrials.gov/study/NCT02259088,COMPLETED,Diabetic Macular Edema|Visual Impairment,DRUG: Ranibizumab (RFB002)|PROCEDURE: Laser|DRUG: Sham injection|PROCEDURE: Sham laser,"Mean Average Change From Baseline in Best-Corrected Visual Acuity (BCVA) (Letters) to Month 1 Through 12, Visual acuity with eyeglasses was assessed in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like charts at an initial testing distance of 4 meters. A letter score was calculated based on the number of letters correctly identified at the specified distance. Twelve monthly BCVA values were averaged \[(Month1+Month2+...+Month12)/12\], and the baseline BCVA value was subtracted from the average. A positive change value indicates an improvement in visual acuity, while a negative change value indicates a worsening. One eye (study eye) contributed to the analysis., Baseline, Monthly from Month 1 through Month 12",Novartis Pharmaceuticals,384,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-11-05
