NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT04772105,Clinical Study of the Safety and Efficacy of BAT5906 Injection,https://clinicaltrials.gov/study/NCT04772105,UNKNOWN,Diabetic Macular Edema,DRUG: 2.5mg of BAT5906|DRUG: 4.0mg of BAT5906,"Vital signs（ body temperature）, the patient's body temperature (axillary temperature) Any clinically significant abnormality should be reported as an adverse event and recorded in the original, After patient resting for more than 3 minutes|Vital signs（heart rate/pulse）, heart rate/pulse Any clinically significant abnormality should be reported as an adverse event and recorded in the original, After patient resting for more than 3 minutes|Vital signs（respiratory rate）, respiratory rate Any clinically significant abnormality should be reported as an adverse event and recorded in the original, After patient resting for more than 3 minutes|Vital signs（blood pressure）, blood pressure Any clinically significant abnormality should be reported as an adverse event and recorded in the original, After patient resting for more than 3 minutes|physical examination, Physical examination should include at least general conditions, head and face, skin, lymph nodes, ears, nose, throat, respiratory system, cardiovascular system, abdomen (including liver and spleen), genitourinary system, musculoskeletal system, nervous system, and mental condition, The investigator or other authorized and qualified investigator shall perform the prescribed physical examination according to the evaluation schedule. During the visit, the investigator performed a physical examination as indicated by symptoms|laboratory examination（blood routine）, In the test process will be carried out in accordance with the testing program flow chart of blood routine, the laboratory testing results of the subjects to evaluate the change of relative to the baseline, the each evaluate clinical significance of abnormal experimental value, the researchers don't think with basic diseases related to abnormal subjects as AE record, Screening period，Week 12, Week 24, Week 48 of the last visit|laboratory examination（outine urine）, In the test process will be carried out in accordance with the testing program flow chart of routine urine , the laboratory testing results of the subjects to evaluate the change of relative to the baseline, the each evaluate clinical significance of abnormal experimental value, the researchers don't think with basic diseases related to abnormal subjects as AE record, Screening period，Week 12, Week 24, Week 48 of the last visit|laboratory examination（blood biochemical examination）, In the test process will be carried out in accordance with the testing program flow chart of blood biochemical examination, the laboratory testing results of the subjects to evaluate the change of relative to the baseline, the each evaluate clinical significance of abnormal experimental value, the researchers don't think with basic diseases related to abnormal subjects as AE record, Screening period，Week 12, Week 24, Week 48 of the last visit|laboratory examination（blood coagulation function）, In the test process will be carried out in accordance with the testing program flow chart of blood coagulation function, the laboratory testing results of the subjects to evaluate the change of relative to the baseline, the each evaluate clinical significance of abnormal experimental value, the researchers don't think with basic diseases related to abnormal subjects as AE record, Screening period，Week 12, Week 24, Week 48 of the last visit|electrocardiogram（12- Lead ECG）, During the trial, the examination of the electrocardiogram (ecg) method must be consistent, and to evaluate the clinical significance of the results, will any researchers to make judgment for clinical significance of abnormal as adverse events were reported, and recorded in the original records and case report form, the subjects in the process of the entire study if there is clinical indications by researchers to determine whether the need for ecg examination., Screening period of the first visit: Week 12 of the fifth visit, Week 24 of the eighth visit, and Week 48 of the last visit|anti-drug antibody (ADA), Plasma samples for anti-drug antibody (ADA) detection were collected to detect the positive incidence of ADA associated with plasma levels of BAT5906, 24 hours before 1, 2, 3, 4 dosing, 5 dosing to last visit, each dosing before and 24 hours before the last visit as needed|ocular and non-ocular adverse events (AE) and serious adverse events (SAE), Any adverse medical event that occurs after a subject participates in a clinical trial and receives the investigational drug, but is not necessarily cause-and-effect with the treatment.

An adverse event can be any adverse or unexpected sign (including abnormal laboratory tests), symptom, or disease, whether or not it is drug related., Adverse events were collected from the time the patient signed the informed consent to the time 28 days after the last dication",Bio-Thera Solutions,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-12-14
NCT02734407,Long-Term Efficacy and Safety of Aflibercept Intravitreal Injections for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02734407,COMPLETED,Clinically Significant Diabetic Macular Edema,PROCEDURE: Assigned Intervention|DRUG: aflibercept 2.0 mg,"Mean number of intravitreal aflibercept injections in 52 weeks, 12 months|Proportion of subjects receiving 0 aflibercept injections in 52 weeks, 12 months|Longer-term efficacy of aflibercept intravitreal injections as assessed by the mean number of injections in 52 weeks, 12 months|Safety of ongoing aflibercept intravitreal injections as assessed by the incidence and severity of ocular and systemic adverse events, 12 months",Retina-Vitreous Associates Medical Group,9,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-01
NCT02441907,Predictors of Treatment Response to Aflibercept and Aqueous Cytokine Levels in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02441907,COMPLETED,Diabetic Macular Edema,DRUG: aflibercept,"Change in cytokine levels (picograms per mL) between baseline aflibercept injection and at 1, 2, and 3 months, 3 months",Unity Health Toronto,16,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-08
NCT00656643,Dose Ranging Study of an Ocular Sirolimus (Rapamycin) Formulation in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00656643,COMPLETED,Diabetic Macular Edema,DRUG: Sirolimus|DRUG: Placebo|DRUG: Sirolimus|DRUG: Sirolimus,"Best-corrected visual acuity by ETDRS, 180 days",Santen Inc.,131,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2008-06
NCT05961007,Evaluation of IBI302 Injection in nAMD or DME,https://clinicaltrials.gov/study/NCT05961007,SUSPENDED,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,BIOLOGICAL: Intravitreal injection of IBI302(dose 1)|BIOLOGICAL: Intravitreal injection of IBI302(dose 2)|BIOLOGICAL: Intravitreal injection of IBI302(dose 3)|DRUG: Intravitreal injection of Aflibercept,"Incidence and severity of ocular and non-ocular adverse events., To evaluate the number of subjects with ocular and non-ocular adverse events, treatment emergent adverse event, adverse event of special interest, serious adverse events; number of subjects with clinical significant abnormal laboratory values, electrocardiograms (pre and post infusions), abnormal vital signs, ophthalmic and physical examinations., Up to week 20|DLT in each group, 7 days",Innovent Biologics (Suzhou) Co. Ltd.,234,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-11-18
NCT04187443,MS-553 in Diabetic Retinopathy Patients With Central Involved Macular Edema,https://clinicaltrials.gov/study/NCT04187443,RECRUITING,Diabetic Macular Edema|Macular Edema|Type 2 Diabetes With Diabetic Macular Edema|Type 1 Diabetes With Diabetic Macular Edema|Diabetic Retinopathy,DRUG: MS-553,"Treatment-emergent adverse events, Baseline to Day 56","Shenzhen MingSight Relin Pharmaceuticals Co., Ltd.",45,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-02
NCT03071068,A Study to Evaluate the Safety and Efficacy of THR-317 for the Treatment of Diabetic Macular Oedema (DME),https://clinicaltrials.gov/study/NCT03071068,COMPLETED,Diabetic Retinopathy|Macular Edema,"DRUG: Anti-PlGF recombinant monoclonal antibody, 4mg dose|DRUG: Anti-PlGF recombinant monoclonal antibody, 8mg dose","Incidence of acute (up to the 7-day follow-up visit) ocular (serious) adverse events ([S]AEs) in the study eye, after each injection and across injections per subject, up to the 7-day follow-up visit after each injection",ThromboGenics,49,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2016-12-22
NCT04151407,The Study of Drug 601 in Patients With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT04151407,UNKNOWN,Diabetic Macular Edema,DRUG: Drug 601,"DLT, Incidence of dose-limiting toxicities up to the Day 28, From Day 0 up to Day 28|MTD, Maximum tolerated dose, From Day 0 up to Day 56/112.","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",50,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2019-03-08
NCT03475407,The Effects of Intravitreal Ozurdex Implant in DME,https://clinicaltrials.gov/study/NCT03475407,UNKNOWN,Diabetic Macular Edema,DRUG: Ozurdex intravitreal injection,"Changes of Central foveal thickness(CFT, height in micrometers), Baseline, 1 week, 6 weeks, 12 weeks, 18 weeks, 24 weeks","Nune Eye Hospital, Seoul, Korea",20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-03
NCT04067856,Intravitreal Dexamethasone Implant (Ozurdex) Versus Bevacizumab in Patients With Diabetic Macular Edema Undergoing Cataract Surgery,https://clinicaltrials.gov/study/NCT04067856,WITHDRAWN,Diabetic Macular Edema|Cataract,DRUG: Bevacizumab Injection,"Final visual acuity, 6 month",Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,0,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-01-01
NCT05066997,Multicenter Study on the Efficacy and Safety of OCS-01 in Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05066997,ACTIVE_NOT_RECRUITING,Diabetic Macular Edema,DRUG: Active treatment arm: OCS-01 (dexamethasone)|DRUG: Vehicle,"Mean change in BCVA (Best Corrected Visual Acuity) ETDRS (Early Treatment Diabetes Retinopathy Study) letters score: higher numbers on the EDTRS chart representing better visual acuity, Stage 1:

Mean change in BCVA ETDRS letters score at Visit 5 (Week 6) compared with baseline.

Stage 2:

Mean change in BCVA ETDRS letters score at Visit 9 (Week 52) compared with baseline., Week 52",Oculis,497,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-10-19
NCT00500097,Diabetic Retinopathy and Diabetic Macular Edema Screening by Non-Physicians With Limited Training,https://clinicaltrials.gov/study/NCT00500097,COMPLETED,Diabetic Retinopathy,DEVICE: Digital retina image|DEVICE: direct ophthalmoscopy|PROCEDURE: comprehensive eye exam,"Sensitivity, specificity, kappa coefficient, cross-sectional","Ministry of Health, Thailand",840,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: SCREENING,2005-05
NCT03665090,Shanghai Cohort Study of Diabetic Eye Disease,https://clinicaltrials.gov/study/NCT03665090,UNKNOWN,Diabetic Macular Edema of Both Eyes (Diagnosis)|Diabetic Retinopathy Visually Threatening,BEHAVIORAL: Diabetic eye disease screening,"Prevalence and incidence rate of diabetic eye disease, SCODE was performed to evaluate the prevalence and rate of new cases of diabetic eye disease, especially DR, in a three-year community-based cohort study for the people with diabetes, and to identify the associated factors related with diabetic eye disease., December 31, 2018",Shanghai Eye Disease Prevention and Treatment Center,8000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-01-01
NCT00711490,Sirolimus to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00711490,COMPLETED,Diabetic Retinopathy,DRUG: Sirolimus,"Change in Visual Acuity From Baseline to 6 Months, Visual acuity was measured using the Early Treatment Diabetic Retinopathy Study (ETDRS) protocol. This acuity is measured as letters read on an ETDRS eye chart and the letters read equate to Snellen measurements. For example, if a participant reads between 84 and 88 letters the Snellen measurement is 20/20., 6 months",National Eye Institute (NEI),5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-07
NCT00442156,The Course of Response to Focal Photocoagulation for DME,https://clinicaltrials.gov/study/NCT00442156,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema,PROCEDURE: Laser photocoagulation,"OCT-measured retinal thickness and visual acuity, 16 weeks",Jaeb Center for Health Research,122,OBSERVATIONAL,Observational Model: |Time Perspective: p,2007-01
NCT03956797,Long Term Safety of Cooling Anesthesia for Intravitreal Injection,https://clinicaltrials.gov/study/NCT03956797,COMPLETED,"Anesthesia, Local|Intravitreal Injection|Macular Edema|Macular Degeneration|Diabetic Retinopathy|Diabetic Macular Edema",DEVICE: Recens Cooling Anesthesia Device,"Pain of Intravitreal Injection: VAS, Pain of intravitreal injection as measured by 10-point visual analog scale (VAS) (0 meaning no pain, 10 meaning the most severe pain)., Immediately after injection|Incidence of Anesthesia-Related Adverse Events, % of patients that experience cooling anesthesia device-related adverse events, as assessed by anterior segment and posterior segment examination., 30 minutes after injection","Recens Medical, Inc.",80,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2019-04-15
NCT01934556,A Safety and Efficacy Trial of a Treat and Extend Protocol Using Ranibizumab With and Without Laser Photocoagulation for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01934556,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab 0.3 mg intravitreal injection|DEVICE: Guided Laser Photocoagulation,"Mean Change in Vision at 24 Months, Mean change in ETDRS (Early Treatment in Diabetic Retinopathy Study) visual acuity at 24 months (week 92-week 107) from Day 0. Visual function of the study eye was assessed using the ETDRS protocol, which is a widely accepted international standard. A higher letter score represents better functioning"", 2 Years","Palmetto Retina Center, LLC",150,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2013-11
NCT03927690,Multiple Dose Safety and Efficacy of LKA651 in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03927690,COMPLETED,Diabetic Macular Edema,DRUG: LKA651|DRUG: Lucentis,"Number of Participants With Adverse Events, An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient.

The severity of the AEs (mild, moderate, severe) was based on the Common Terminology Criteria for Adverse Events (CTCAE).

Number of participants in each category is reported in the table. A participant who falls multiple times in one category is counted only once., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Number of Participants With Ocular Adverse Events by Preferred Term in Study Eye, An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Number of Participants With Non-ocular Adverse Events (>=2%), An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Intraocular Pressure (IOP) in Study Eye, Intraocular pressure was measured per the study site's regular practice., Screening, and Day 85|Best Corrected Visual Acuity (BCVA) by Early Treatment Diabetic Retinopathy Study (ETDRS) Visual Acuity Charts in Study Eye, BCVA was assessed using Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity testing charts.

Visual function of the study eye was assessed using the ETDRS protocol.

BCVA in study eye was analyzed with a mixed model for repeated measures. The model included treatment, visit, and the treatment by visit interaction as independent variables. An unstructured residual covariance structure was used. Baseline BCVA value and treatment naïve and treatment experienced variable were used as covariates.

Min and max possible scores are 0-100 respectively. A higher score represents better visual functioning., Days 2, 8, 15, 29, 43, 57, and 85|Inner Macular Thickness (Inferior), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Inner Macular Thickness (Temporal), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Outer Macular Thickness (Inferior), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Outer Macular Thickness (Temporal), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Number of Participants Without Changes in Foveal Avascular Zone as Measured by Fluorescein Angiography (FA) in Study Eye, Foveal avascular zone was assessed by fluorescein angiography (FA)., Days 29, 57, 85, End of Study (Up to Day 140)|Mixed Model Repeated Measures Analysis of Ratio to Baseline in Central Subfield Retinal Thickness (CSFT) in the Study Eye, Central subfield thickness was measured by spectral domain optical coherence tomography (SD-OCT). Central subfield retinal thickness was analyzed with a mixed model for repeated measures. The model included treatment, visit, and the treatment by visit interaction as independent variables. An unstructured residual covariance structure was used. Log-transformed baseline central subfield retinal thickness and treatment naïve and treatment experienced variable were used as covariates. Results were back-transformed to show results as a ratio to baseline., Days 8, 15, 29, 43, 57, 85",Novartis Pharmaceuticals,91,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-24
