NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT04269304,Deciphering AMD by Deep Phenotyping and Machine Learning- Prospective Study - PINNACLE,https://clinicaltrials.gov/study/NCT04269304,ACTIVE_NOT_RECRUITING,Age-related Macular Degeneration,,"Sensitivity / specificity of OCT and autofluorescence parameters., Identified by machine learning (ML) at predicting disease progression defined as focal conversion towards advanced AMD e.g. change in drusen volume, development of new geographic atrophy / choroidal neovascularisation., 3 years",University of Southampton,428,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-10-28
NCT00071227,Eye Injections of Triamcinolone Acetonide for Retinal Blood Vessel Disorders,https://clinicaltrials.gov/study/NCT00071227,COMPLETED,Macular Degeneration|Retinal Vein Occlusion,DRUG: Triamcinolone Acetonide (TAC-PF),,National Eye Institute (NEI),16,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2003-10-15
NCT03452527,Open-Label Study of Intravitreal ICON-1 in Patients With Choroidal Neovascularization Secondary to Age-related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT03452527,TERMINATED,Choroidal Neovascularization|Wet Macular Degeneration,BIOLOGICAL: ICON-1|BIOLOGICAL: aflibercept,"Change in Choroidal Neovascularization (CNV) Over Time, Mean change from baseline in CNV area in the study eye, Month 9","Iconic Therapeutics, Inc.",15,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-03-26
NCT00562406,Ranibizumab for Branch Retinal Vein Occlusion Associated Macular Edema Study (RABAMES),https://clinicaltrials.gov/study/NCT00562406,COMPLETED,Macular Edema,DRUG: Ranibizumab|PROCEDURE: Laser photocoagulation,"Changes in best spectacle-corrected visual acuity (BSCVA), from baseline to month 6",Klinikum Ludwigshafen,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-11
NCT01581606,Evaluation of TeleOphthalmology in AMD-TeleMedicine Solutions to Improve Patient Access and Quality of Vision Outcomes,https://clinicaltrials.gov/study/NCT01581606,COMPLETED,Age Related Macular Degeneration,,"Wait time for treatment (naive versus follow-up patients)., One month for Tele-screening evaluation in both groups.",Lawson Health Research Institute,169,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-04-30
NCT02829606,Head Mounted Eye Tracking Aide for Loss of Central Vision (HETALCEV),https://clinicaltrials.gov/study/NCT02829606,ACTIVE_NOT_RECRUITING,Age-related Macular Degeneration,OTHER: small scotoma using Head Mounted Display No re-mapping|OTHER: Large scotoma using Head Mounted Display PLUS re-mapping,"Reading speed, words/minute, 5 years",University of Minnesota,8,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2016-04
NCT04045704,Cataract Surgery on Advanced Age Related Macular Degeneration Patients,https://clinicaltrials.gov/study/NCT04045704,WITHDRAWN,Cataract|Macular Degeneration Advanced,PROCEDURE: Cataract Surgery,"Life style Questionnaire to determine change in visual function., Our primary outcome will be a life style questionnaire (qualitative) to determine the change in visual function from baseline to after surgery.

This questionnaire includes 25 close-ended questions that are graded on a 5 point grading scale from 1 (great difficulty due to vision) and 5 (no problem due to vision). The questions can also be graded as not applicable to an individuals life, or 0 being something there are no longer possible to do, due to vision.

The 25 close-ended questions are divided into 4 sub-scales:

1. Distance Vision, Mobility, and Lighting (Q: 1-12)
2. Adjustment (Q:13-16)
3. Reading and Fine Work (Q: 17-21)
4. Activities of Daily Living (Q: 22-25)

A total score can range from a 125 indicating best visual function to 0 indicating complete loss of visual function., Through study completion, an average of 1 year",University of British Columbia,0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-10
NCT04660006,Diabetic Retinopathy and OCT-A Changes Post-cataract Surgery,https://clinicaltrials.gov/study/NCT04660006,UNKNOWN,Cataract|Diabetic Retinopathy|Macular Edema Due to Diabetes Mellitus,PROCEDURE: Cataract surgery,"Change from baseline of retinal vessel density up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for retinal vessel density to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of retinal perfusion density up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for retinal perfusion density to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of foveal avascular zone up to 3 months post-cataract surgery., Optical coherence tomography angiography (OCT-A) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements for foveal avascular zone (FAZ), particularly FAZ area, perimeter, and circularity index, to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)|Change from baseline of retinal thickness up to 3 months post-cataract surgery., Optical coherence tomography (OCT) scans will be taken at baseline and postoperative week one, month one, and month three. This imaging modality provides measurements of retinal thickness, particularly, central subfield and average macular cube thickness, to be compared between groups and time., Preoperative (Baseline); Postoperative (1 Week, 1 Month, 3 Months)",Uptown Eye Specialists,170,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-05-27
NCT01256827,Seven Year Update of Macular Degeneration Patients,https://clinicaltrials.gov/study/NCT01256827,COMPLETED,Age-related Macular Degeneration,,"visual acuity 20/70 or better, percentage of study eyes with vision of 20/70 or better (ETDRS best-corrected vision with Snellen equivalent), at date of study visit","University of California, San Francisco",65,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-12
NCT01304706,Fluocinolone Acetonide in Diabetic Macular Edema (FAME) Extension Study,https://clinicaltrials.gov/study/NCT01304706,COMPLETED,Diabetic Macular Edema,DRUG: Fluocinolone Acetonide,"Number of Participants With Adverse Events, This is a measurement of the number of subjects who experienced an adverse event and/or a serious adverse event during the trial., 12 months",Alimera Sciences,120,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-04
NCT00414206,Safety and Efficacy of ATG003 in Patients With Wet Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00414206,TERMINATED,Macular Degeneration,DRUG: Mecamylamine|DRUG: Placebo,"Proportion of Subjects Losing Fewer Than 15 ETDRS Letters of Visual Acuity at 48 Weeks Compared to Baseline., Baseline to Week 48",CoMentis,343,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,2007-03
NCT02586727,Role of Intravitreal Aflibercept Injection for the Treatment of Radiation Maculopathy,https://clinicaltrials.gov/study/NCT02586727,COMPLETED,Adverse Effect of Radiation Therapy,DRUG: aflibercept,"Mean Best Corrected Visual Acuity (BCVA) in Patients Treated With Intravitreal Aflibercept Injections for the Management of Radiation Maculopathy., BCVA will be measured with letter optotypes. A lower value indicates a better outcome., 12 months",Larkin Community Hospital,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-10
NCT00306904,Safety and Efficacy Study of Small Interfering RNA Molecule (Cand5) to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00306904,COMPLETED,Diabetic Macular Edema,DRUG: bevasiranib,Change from baseline at the 12-week evaluation in macular edema as measured by optical coherence tomography.,"OPKO Health, Inc.",48,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-01
NCT00347906,Photodynamic Therapy (PDT) Versus Transpupillary Thermotherapy (TTT) in Occult Choroidal Neovascularization (CNV) in Age-related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00347906,TERMINATED,Age-Related Macular Degeneration,PROCEDURE: laser treatment,,"University Hospital, Linkoeping",,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2003-11
NCT00105027,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study,https://clinicaltrials.gov/study/NCT00105027,COMPLETED,"Macular Edema, Cystoid|Retinal Vein Occlusion",OTHER: Standard Care|DRUG: intravitreal triamcinolone injection|DRUG: intravitreal triamcinolone injection,"The Number of Study Participants Experiencing an Improvement by 15 or More Letters From Baseline in Best-corrected ETDRS Visual Acuity Score at the 12-month Visit, Visual acuity testing was done using electronic Early Treatment Diabetic Retinopathy Study (E-ETDRS) visual acuity testing at 3 meters using the Electronic Visual Acuity Tester by a SCORE certified technician. A masked visual acuity examiner with no knowledge of treatment assignments performed visual acuity testing at the 4-month, 12-month, 24-month and 36-month visits. An E-ETDRS visual acuity score of 85 is approximately 20/20, and a score of 20 letters is approximately 20/400. A visual acuity letter score change of 15 is about three lines on a vision chart., Change from baseline to 12 months","The Emmes Company, LLC",682,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2004-10
NCT05211804,Mechanisms of Retinal Revascularization and Clinical Indicators of Neovascular AMD Relapse,https://clinicaltrials.gov/study/NCT05211804,ACTIVE_NOT_RECRUITING,Wet Macular Degeneration,DRUG: Ophthalmic Drugs,"Neovascular changes during nAMD relapse assessed by the use of Optical Coherence Tomography Angiography, Images gathered from OCTA imaging will be collected and vessel phenotype will be compared between different treatment stages to identify how vessels develop over time. The attributes that will be measured are feeder vessel thickness and to assess if new vessels develop ""de novo"" or by using old vessel pathways. The investigators intend to describe these findings and there are no planned metric measurements. This outcome is considered a descriptive, qualitative outcome., 12 months after inclusion of patients",Sorlandet Hospital HF,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-02-08
NCT05161806,Study of the Safety of Use of Intravitreal SOK583A1 Provided in a Prefilled Syringe,https://clinicaltrials.gov/study/NCT05161806,COMPLETED,Neovascular Age-related Macular Degeneration (nAMD),DRUG: SOK583A1 (40 mg/mL)|DEVICE: Prefilled Syringe (PFS),"Number of Participants With Ocular Treatment Emergent Adverse Events, Number of participants with ocular treatment emergent adverse events were reported., throughout the study, approximately 31 days|Number of Participants With Non-ocular Treatment Emergent Adverse Events, Number of participants with non ocular Treatment emergent adverse events were reported., throughout the study, approximately 31 days",Sandoz,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-11
NCT01345006,Sub-retinal Transplantation of hESC Derived RPE(MA09-hRPE)Cells in Patients With Stargardt's Macular Dystrophy,https://clinicaltrials.gov/study/NCT01345006,COMPLETED,Stargardt's Macular Dystrophy,BIOLOGICAL: MA09-hRPE,"The safety and tolerance of transplantation of hESC-derived RPE cells MA09-hRPE, The transplantation of hESC-derived RPE cells MA09-hRPE will be considered safe and tolerated in the absence of:

* Any grade 2 (NCI grading system) or greater adverse event related to the cell product
* Any evidence that the cells are contaminated with an infectious agent
* Any evidence that the cells show tumorigenic potential, 12 months|Safety Assessments, * Adverse Event and Serious Adverse Event assessment
* Clinical monitoring
* Serial vital signs
* Clinical laboratory tests
* Directed ophthalmological monitoring
* Monitoring of RPE cells acceptance/integrity/rejection
* Monitoring of local and systemic infection
* Monitoring of tumorigenic cell transformation, 12 months",Astellas Institute for Regenerative Medicine,13,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2011-06-16
NCT01676506,Genetic Polymorphisms in Ranibizumab Treatment in Wet Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT01676506,UNKNOWN,Age-Related Macular Degeneration,DRUG: Ranibizumab|PROCEDURE: Ranibizumab Injection,"Visual acuity, Best corrected visual acuity will be assessed by standardized vision testing, early treatment diabetic retinopathy study (ETDRS) test., Baseline and month 3",Russian Academy of Medical Sciences,300,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-10
NCT00799227,Safety and Efficacy of a New Treatment in Vitrectomized Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00799227,COMPLETED,Diabetic Macular Edema|Vitrectomy,DRUG: Dexamethasone,"Change From Baseline in Central Retinal Thickness in the Study Eye, Central retinal thickness is assessed in the study eye by Optical Coherence Tomography (OCT). OCT is a laser-based, noninvasive, diagnostic system that provides high-resolution, three-dimensional images of the retina from which retinal thickness can be measured. A negative change from baseline in retinal thickness indicates an improvement and a positive change from baseline indicates a worsening., Baseline, Week 26",Allergan,56,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-01-01
